Xiawei_ID,Name,Data
7,ID_7_Number_1,痛点方向：孩子作业拖延
7,ID_7_Number_2,痛点方向：孩子总想吃快餐
7,ID_7_Number_3,痛点方向：孩子希望晚上出去玩
7,ID_7_Number_4,痛点方向：孩子不想参加家庭聚会
7,ID_7_Number_5,痛点方向：孩子希望有自己的选择
7,ID_7_Number_6,痛点方向：孩子沉迷于手机
7,ID_7_Number_7,痛点方向：孩子不愿意洗澡
7,ID_7_Number_8,痛点方向：孩子希望换发型
7,ID_7_Number_9,痛点方向：孩子不想上补习班
7,ID_7_Number_10,痛点方向：孩子与兄弟姐妹争吵
7,ID_7_Number_11,痛点方向：孩子希望尽快完成作业
7,ID_7_Number_12,痛点方向：孩子想看自己喜欢的节目
7,ID_7_Number_13,痛点方向：孩子想要宠物
7,ID_7_Number_14,痛点方向：孩子不想参加学校活动
7,ID_7_Number_15,痛点方向：孩子对父母的建议不屑一顾
7,ID_7_Number_16,痛点方向：孩子希望有更多零用钱
7,ID_7_Number_17,痛点方向：孩子不愿意分享玩具
7,ID_7_Number_18,痛点方向：孩子希望有自己的空间
7,ID_7_Number_19,痛点方向：孩子希望尝试新运动
7,ID_7_Number_20,痛点方向：孩子希望有更多玩具
7,ID_7_Number_21,痛点方向：孩子不愿意做家务
7,ID_7_Number_22,痛点方向：孩子对父母的朋友感到反感
7,ID_7_Number_23,痛点方向：孩子不想写读后感
7,ID_7_Number_24,痛点方向：孩子希望有自己的衣服风格
7,ID_7_Number_25,痛点方向：孩子希望参加某个活动
7,ID_7_Number_26,痛点方向：孩子对学习缺乏兴趣
7,ID_7_Number_27,痛点方向：孩子不想听父母的教导
7,ID_7_Number_28,痛点方向：孩子希望放假去旅行
7,ID_7_Number_29,痛点方向：孩子不想和父母一起购物
7,ID_7_Number_30,痛点方向：孩子希望不再上课外班
7,ID_7_Number_31,痛点方向：孩子希望有更多社交活动
7,ID_7_Number_32,痛点方向：孩子希望获得更多独立
7,ID_7_Number_33,痛点方向：孩子不想见亲戚
7,ID_7_Number_34,痛点方向：孩子希望有更多自由时间
7,ID_7_Number_35,痛点方向：孩子不想遵守作息时间
