Xiawei_ID,Domain,Name,Data
1,情感赛道,ID_1_Number_1,故事标题：山羊与闲话
1,情感赛道,ID_1_Number_2,故事标题：水牛与闲话
1,情感赛道,ID_1_Number_3,故事标题：黄牛与闲话
1,情感赛道,ID_1_Number_4,故事标题：野马与闲话
1,情感赛道,ID_1_Number_5,故事标题：山鸡与闲话
1,情感赛道,ID_1_Number_6,故事标题：野鸭与闲话
1,情感赛道,ID_1_Number_7,故事标题：大鹅与闲话
1,情感赛道,ID_1_Number_8,故事标题：骆驼与闲话
1,情感赛道,ID_1_Number_9,故事标题：麋鹿与闲话
1,情感赛道,ID_1_Number_10,故事标题：灰狼与闲话
1,情感赛道,ID_1_Number_11,故事标题：红狐与闲话
1,情感赛道,ID_1_Number_12,故事标题：黑熊与闲话
1,情感赛道,ID_1_Number_13,故事标题：兔子与闲话
1,情感赛道,ID_1_Number_14,故事标题：大象与闲话
1,情感赛道,ID_1_Number_15,故事标题：老虎与闲话
1,情感赛道,ID_1_Number_16,故事标题：狮子与闲话
1,情感赛道,ID_1_Number_17,故事标题：斑马与闲话
1,情感赛道,ID_1_Number_18,故事标题：猴子与闲话
1,情感赛道,ID_1_Number_19,故事标题：河马与闲话
1,情感赛道,ID_1_Number_20,故事标题：长颈鹿与闲话
1,情感赛道,ID_1_Number_21,故事标题：羚羊与闲话
1,情感赛道,ID_1_Number_22,故事标题：野猪与闲话
1,情感赛道,ID_1_Number_23,故事标题：豪猪与闲话
1,情感赛道,ID_1_Number_24,故事标题：水獭与闲话
1,情感赛道,ID_1_Number_25,故事标题：刺猬与闲话
1,情感赛道,ID_1_Number_26,故事标题：松鼠与闲话
1,情感赛道,ID_1_Number_27,故事标题：树懒与闲话
1,情感赛道,ID_1_Number_28,故事标题：乌龟与闲话
1,情感赛道,ID_1_Number_29,故事标题：水牛与闲话
1,情感赛道,ID_1_Number_30,故事标题：天鹅与闲话
