Xiawei_ID,Domain,Name,Data
12,QingGan,ID_12_Number_1,我未曾料到我在快手上能赏到这般妙的文，这篇文着实是我在快手上瞧见最钟意的一则，我将其抄录下来，此刻分享与你。我非谁的附属，亦非某段的支脉溪。相较于此，我更愿化作刹那间的倾盆。荒原中骤起的澜波，又或者，宋代余韵外高悬着的独一星辰。人生本即为一篇待书的篇章，而他们的言辞浅淡，不应被草率地印刻着，因而在我笔端，一道水有一道水的起伏，我亦有我的韵律。嗯，着实是妙极了。
12,QingGan,ID_12_Number_2,我没曾想我在微博上能读到这么精的章，这首诗无疑是我在微博上看到最为喜爱的一篇，我把它抄写下来，现在讲给你品。我并非谁的附属品，也不是某段的分支流。相较这些，我更渴望成为瞬间的洪流。荒原上突现的风涛，又或者，汉朝古韵外高挂着的独一阳光。人生本就是一首待谱的乐曲，而他们的笔墨肤浅，不应被敷衍地记录着，故而在我笔下，一道岭有一道岭的起伏，我也有我的韵调。嗯，着实是太棒了。
12,QingGan,ID_12_Number_3,我不曾想我在 B 站上能悟到这么深的意，这首诗肯定是我在 B 站上遇到最心仪的一个，我将其誊抄下来，我此刻分享给你。我不是谁的陪衬，也不是某段的分流溪。相较而言，我更期望成为转瞬的磅礴。荒漠中突起的浪潮，又或者，隋朝遗风外高挂着的唯一星光。人生本就是一篇待著的文章，而他们的文辞平淡，不应被随意地书写着，因此在我笔下，一道梁有一道梁的起伏，我也有我的韵脚。嗯，确实是太妙了。
12,QingGan,ID_12_Number_4,我没料到我在小红书上能读到这么妙的诗，这首诗无疑是我在小红书上看到最钟爱的一首，我把它抄了下来，现在讲给你听。我不是谁的附属，也不是某段的分支流。比起这些，我更愿成为瞬间的奔涌。荒原中突生的波澜，又或是，秦朝遗风外挂着的唯一日光。人生本就是一首待谱的旋律，而他们的言辞浅陋，不该被草率地记录着，所以在我笔下，一道谷有一道谷的起伏，我也有我的韵致。嗯，实在是太赞了。
12,QingGan,ID_12_Number_5,我想不到我在今日头条上能览到这么好的诗，这首诗定然是我在今日头条上见到最心喜的一首，我将其摘抄下来，我现今分享与你。我非谁的从属，也非某段的分流江。相较于这些，我更欲成为须臾间的浩荡。郊野中猝然的浪涛，又或是，晋朝遗风外高挂着的唯一星辰。人生本就是一首待作的辞章，而他们的笔墨浮浅，不应被马虎地刊载着，故而在我笔间，一道川有一道川的蜿蜒，我也有我的韵脚。嗯，着实是太妙了。
12,QingGan,ID_12_Number_6,我没预料到我在火山小视频上能赏到这么美的诗，这首诗毫无疑问是我在火山小视频上看到最热爱的一首，我把它抄录下来，现在分享给你。我不是谁的附属，也不是某段的分支渠。相较于这些，我更渴望成为刹那间的汹涌。荒原上猛然的浪涌，又或者，南北朝遗风外高悬着的唯一烛光。人生本就是一首待书的辞赋，而他们的文墨浅淡，不应被敷衍地撰写着，因而在我笔下，一道岭有一道岭的蜿蜒，我也有我的韵律。嗯，的确是太妙了。
12,QingGan,ID_12_Number_7,我没料到我在西瓜视频上能读到这么精的诗，这首诗肯定是我在西瓜视频上看到最心仪的一首，我将其抄写下来，现在讲给你听。我不是谁的陪衬，也不是某段的分流涧。比起这些，我更愿成为瞬间的澎湃。郊野中突现的浪波，又或是，五代遗风外高悬着的唯一霞光。人生本就是一首待作的颂歌，而他们的言辞平乏，不应被随意地书写着，所以在我笔下，一道沟有一道沟的起伏，我也有我的韵调。嗯，实在是太妙了。
12,QingGan,ID_12_Number_8,我未曾想我在快手平台上能悟到这么深的意，这首诗着实是我在快手上碰到最喜欢的一首，我把它抄录下来，此刻分享给你。我并非谁的附属，也不是某段的分支溪。相较之下，我更期望成为转瞬的奔泻。荒原上骤起的浪涌，又或者，宋朝遗风外挂着的唯一烛光。人生本就是一首待书的词章，而他们的笔墨浅陋，不应被草率地记录着，因而在我笔下，一道坎有一道坎的起伏，我也有我的韵脚。嗯，确实是太妙了。
12,QingGan,ID_12_Number_9,我没料到我在微博上能读到这么妙的诗，这首诗无疑是我在微博上看到最喜欢的一首，我将其抄录下来，现在分享给你。我不是谁的陪衬，也不是某段的分流涧。相较于这些，我更渴望成为刹那间的磅礴。山林中突起的旋风，又或是，汉朝遗风外悬挂着的唯一星辰。人生本就是一首待谱的乐曲，而他们的言辞平淡，不该被随意地书写着，所以在我笔下，一道梁有一道梁的起伏，我也有我的音律。嗯，着实是太赞了。
12,QingGan,ID_12_Number_10,我没曾想我在 B 站上能赏到这么好的诗，这首诗必定是我在 B 站刷到最为钟意的一首，我把它抄了下来，此刻分享与你。我非谁的附属品，也非某段的分支流。相较于此，我更愿成为瞬息间的汹涌。荒原上猝然的风潮，又或是，隋朝遗风外高挂着的唯一阳光。人生本就是一首待作的诗篇，而他们的文辞浅淡，不应被敷衍地记录着，故而在我笔下，一道壑有一道壑的起伏，我也有我的韵调。嗯，着实是太妙了。
