Xiawei_ID,Domain,Name,Data
6,QingGan,ID_6_Number_1,文案主题：挣扎
6,QingGan,ID_6_Number_2,文案主题：奋斗
6,QingGan,ID_6_Number_3,文案主题：搏斗
6,QingGan,ID_6_Number_4,文案主题：抗争
6,QingGan,ID_6_Number_5,文案主题：拼搏
6,QingGan,ID_6_Number_6,文案主题：拼搏
6,QingGan,ID_6_Number_7,文案主题：抗争
6,QingGan,ID_6_Number_8,文案主题：挣扎求生
6,QingGan,ID_6_Number_9,文案主题：挣扎求存
6,QingGan,ID_6_Number_10,文案主题：挣扎前行
6,QingGan,ID_6_Number_11,文案主题：挣扎求变
6,QingGan,ID_6_Number_12,文案主题：无奈
6,QingGan,ID_6_Number_13,文案主题：悲哀
6,QingGan,ID_6_Number_14,文案主题：无能为力
6,QingGan,ID_6_Number_15,文案主题：束手无策
6,QingGan,ID_6_Number_16,文案主题：无可奈何
6,QingGan,ID_6_Number_17,文案主题：听天由命
6,QingGan,ID_6_Number_18,文案主题：无计可施
6,QingGan,ID_6_Number_19,文案主题：望洋兴叹
6,QingGan,ID_6_Number_20,文案主题：力不从心
6,QingGan,ID_6_Number_21,文案主题：委曲求全
6,QingGan,ID_6_Number_22,文案主题：逆来顺受
6,QingGan,ID_6_Number_23,文案主题：迫不得已
6,QingGan,ID_6_Number_24,文案主题：困惑
6,QingGan,ID_6_Number_25,文案主题：迷失
6,QingGan,ID_6_Number_26,文案主题：彷徨
6,QingGan,ID_6_Number_27,文案主题：无措
6,QingGan,ID_6_Number_28,文案主题：茫然
6,QingGan,ID_6_Number_29,文案主题：迷雾
6,QingGan,ID_6_Number_30,文案主题：失落
6,QingGan,ID_6_Number_31,文案主题：焦虑
6,QingGan,ID_6_Number_32,文案主题：困境
6,QingGan,ID_6_Number_33,文案主题：犹豫
6,QingGan,ID_6_Number_34,文案主题：忧伤
6,QingGan,ID_6_Number_35,文案主题：悲伤
6,QingGan,ID_6_Number_36,文案主题：忧郁
6,QingGan,ID_6_Number_37,文案主题：哀愁
6,QingGan,ID_6_Number_38,文案主题：沮丧
6,QingGan,ID_6_Number_39,文案主题：痛心
6,QingGan,ID_6_Number_40,文案主题：寂寞
6,QingGan,ID_6_Number_41,文案主题：凄凉
6,QingGan,ID_6_Number_42,文案主题：哀伤
6,QingGan,ID_6_Number_43,文案主题：郁闷
6,QingGan,ID_6_Number_44,文案主题：怅然
6,QingGan,ID_6_Number_45,文案主题：心碎
6,QingGan,ID_6_Number_46,文案主题：忧伤
6,QingGan,ID_6_Number_47,文案主题：黯然
6,QingGan,ID_6_Number_48,文案主题：感伤
6,QingGan,ID_6_Number_49,文案主题：惆怅
