Xiawei_ID,Domain,Name,Data
19,QingGan,ID_19_Number_1,人难以每一步皆精准无误，无需频频回望，也勿对往昔的自己加以苛责。需一直坚信，所行之道，所逢之人，所存之惋惜，皆是理应承受的。该你邂逅的人，你无从避开，该你历经的难，你难以逃脱。旅途一段，人人皆有其命数，往昔种种皆为因，现今诸事皆是果，当下的所有便是最为妥当的安排。
19,QingGan,ID_19_Number_2,人无法保证每一步都毫无差错，不必频频回首，也莫去指责曾经的自己。要始终笃信，所行之途，所碰之人，所存之憾事，皆为必然要经历的。该你碰见的人，你避无可避，该你承受的难，你逃也无用。旅程一程，人各有其宿命，过往皆为缘由，当下尽是结果，当下的所有便是最为适宜的处置。
19,QingGan,ID_19_Number_3,人难以做到每一步都准确无误，无需向后回望，也不应指责那时的自己。要始终坚信，所行的道路，所遇的人员，所留的遗憾，都是应当去经历的。该你碰到的人，你无法躲开，该你历经的磨难，你难以逃避。路途一程，人各有其命运，过去的都是原因，当下的都是结果，当下的一切便是最理想的安排。
19,QingGan,ID_19_Number_4,人不可能每一步都毫无偏差，不必频频回顾，也不要苛责曾经的自己。要一直坚信，所踏之路，所逢之人，所存之遗憾，皆是理应历经的。该你邂逅的人，你避无可避，该你承受的难，你逃无可逃。路途一程，人各有其宿命，往昔皆为因，现今皆为果，当下的所有便是最为恰当的安排。
19,QingGan,ID_19_Number_5,人无法确保每一步都精准无错，不用频频回头，也不要指责彼时的自己。要始终确信，所行之路，所遇之人，所留之缺憾，都是应当去体验的。该你碰见的人，你难以避开，该你经历的磨难，你无法逃脱。行程一程，人各有其天命，过往皆为因由，当下皆为成果，当下的一切便是最为合适的布局。
19,QingGan,ID_19_Number_6,人不可能每一步都走得完美无缺，不必频频回首，也勿对过去的自己加以评判。要始终坚信，所行的路途，所遇的人，所留下的遗憾，皆是理应去承受的。该你相逢的人，你避无可避，该你历经的坎坷，你逃也逃不掉。旅程一程，人各有其命运，过往的种种皆是因，当下的所有皆是果，当下的一切便是最为恰当的设定。
19,QingGan,ID_19_Number_7,人很难每一步都准确无误，无需过多回望，也不要对曾经的自己加以指责。要始终坚信，所行之路、所遇之人、所留之遗憾，都是必然要经历的。该你碰见的人，你无法躲开，该你遭遇的难，你难以逃避。路途一程，人各有其宿命，过去皆为因，现今皆为果，当下的所有便是最理想的安排。
19,QingGan,ID_19_Number_8,人不可能每一步都毫无偏差，不用频频反顾，也不要苛责往昔的自己。要一直坚信，所行之道，所逢之人，所遗之憾，都是理应历经的。该你邂逅的人，你避无可避，该你承受的难，你逃无可逃。一程风雨，人各有运，过往皆为源，当下皆为实，当下的所有便是最优的配置。
19,QingGan,ID_19_Number_9,人难以保证每一步都精准无误，不必频频回首，也莫要责难曾经的自己。要始终笃信，所行之路，所逢之人，所存之憾，皆是应当体验的。该你相遇的人，你避之不及，该你历经的难，你逃之不掉。旅途一程，人各有命数，过往皆为缘由，当下皆为结果，当下的一切便是最佳的规划。
19,QingGan,ID_19_Number_10,人不可能每一步都毫无差错，不用频频回望，也不要指责那时的自己。要始终坚信，所行之途，所遇之者，所存之憾事，皆是理应遭遇的。该你碰见的人，你难以躲避，该你经受的难，你无法逃脱。一程风景，人各有其运，往昔皆为因由，现今皆为成果，当下的一切便是最妥的安排。
19,QingGan,ID_19_Number_11,人无法保证每一步都准确无误，不必回头张望，也不要苛责曾经的自己。要始终深信，所行的道路，所邂逅的人，所遗留的遗憾，都是必须经历的。该你碰见的人，你无法避开，该你遭受的磨难，你难以逃脱。旅途一程，人各有其宿命，过去的皆是原因，当下的皆是结果，当下的所有便是最适宜的安排。
19,QingGan,ID_19_Number_12,人不可能每一步都精准无失，不用频频回顾，也不要指责彼时的自己。要始终坚信，所行之道，所逢之人，所存之遗憾，皆是应当历经之事。该你邂逅的人，你避无可避，该你承受的难，你逃无可逃。一程风月，人各有命，往昔皆为因，现今皆为果，当下的一切便是最为恰当的布局。
19,QingGan,ID_19_Number_13,人难以做到每一步都正确无误，不必老是回头，也不应责备曾经的自己。要始终笃信，所行的路途，所遇的人士，所留的遗憾，都是理应去体验的。该你碰到的人，你难以躲开，该你历经的磨难，你无法逃避。一程路程，人各有其命运，过去的都是起因，当下的都是结果，当下的所有便是最为合适的设定。
19,QingGan,ID_19_Number_14,人不可能每一步都毫无瑕疵，不用向后回望，也不要对曾经的自己加以指责。要一直坚信，所踏上的道路，所碰见的人，所留存的遗憾，都是理应去承受的。该你邂逅的人，你无法避开，该你遭遇的劫难，你难以逃脱。路途一程，人各有其宿命，过往皆为缘由，当下皆为结局，当下的所有便是最为理想的规划。
19,QingGan,ID_19_Number_15,人不可能每一步都精准无误，不用频频反顾，也不要苛责那时的自己。要始终坚信，所行之路，所逢之人，所遗之遗憾，皆是应历之事。该你相遇的人，你避无可避，该你承受的劫，你逃无可逃。旅途一程，人各有其运数，过往皆为因由，当下皆为结果，当下的一切便是最优的安排。
19,QingGan,ID_19_Number_16,人不可能每一步都尽善尽美，不用频频回首，也不要指责往昔的自己。要始终笃信，所行之道，所遇之者，所存之憾，皆是应当历经的。该你碰见的人，你避之不及，该你承受的难，你逃之不掉。一程风雨，人各有命，过往皆为因，当下皆为果，当下的所有便是最妙的安排。
19,QingGan,ID_19_Number_17,人无法确保每一步都准确无偏，不用频频回望，也勿对彼时的自己加以批判。要始终坚信，所行之途，所逢之人，所遗之憾，均是理应经历的。该你邂逅的人，你无从躲避，该你历经的难，你难以逃脱。路途一程，人各有其天命，过往皆为前因，当下皆为后果，当下的一切便是最为妥当的安排。
19,QingGan,ID_19_Number_18,人不可能每一步都毫无差错，不用频频回顾，也不要苛责那时的自己。要始终坚信，所行之路，所遇之人，所存之憾，皆是必然经历的。该你碰见的人，你避无可避，该你经受的难，你逃无可逃。旅程一程，人各有其宿命，过往皆为缘由，当下皆为结果，当下的所有便是最佳的安排。
19,QingGan,ID_19_Number_19,人不可能每一步都精准无误，不用频频回头，也不要指责曾经的自己。要始终坚信，所行的路途，所邂逅的人，所遗留的遗憾，都是理应去面对的。该你碰见的人，你难以避开，该你遭遇的磨难，你无法逃脱。旅途一程，人各有其命运，过往皆为成因，当下皆为成果，当下的所有便是最恰当的安排。
19,QingGan,ID_19_Number_20,人不可能每一步都毫无偏差，不用总是回望，也不要抨击那时的自己。要一直坚定地相信，所踏上的路途，所碰见的人，所留存的遗憾，都是应当去体验的。该你遇上的人，你避不开，该你历经的难，你逃不了。旅程一程，人各有其定数，过往皆是缘由，当下全是结果，当下的所有便是最适宜的安排。
19,QingGan,ID_19_Number_21,人不可能每一步都准确无误，不用频频回首，也不要责备曾经的自己。要始终坚信，所行之道，所逢之人，所存之憾，皆是必然要经历的。该你邂逅的人，你无法躲闪，该你承受的难，你难以避开。行程一程，人各有其宿命，过往皆为前因，当下皆为后果，当下的一切便是最为妥当的安排。
19,QingGan,ID_19_Number_22,人不可能每一步都恰到好处，不用频频反顾，也不要苛责往昔的自己。要始终笃信，所行之径，所遇之众，所遗之憾，皆是理应历经的。该你相逢的人，你避之不及，该你遭逢的劫，你逃之不能。路途一程，人各有其运数，过往皆为诱因，当下皆为成果，当下的所有便是最优的安排。
19,QingGan,ID_19_Number_23,人不可能每一步都精准无失，不用屡屡回望，也不要指责彼时的自己。要始终确信，所踏之路，所逢之人，所存之憾，都是应当去承受的。该你碰见的人，你避无可避，该你历经的难，你逃无可逃。旅程一程，人各有其天命，过往皆为前因，当下皆为后果，当下的所有便是最理想的安排。
19,QingGan,ID_19_Number_24,人不可能每一步都毫无瑕疵，不用频频回顾，也不要责难曾经的自己。要始终认定，所行之路，所遇之人，所存之憾，都是必然要经历的。该你邂逅的人，你难以躲开，该你承受的劫，你无法逃避。路途一程，人各有其命运，过往皆为缘由，当下皆为结局，当下的一切便是最为合适的安排。
19,QingGan,ID_19_Number_25,人不可能每一步都准确无误，不用时常回头，也不要苛责那时的自己。要始终坚信，所行之途，所逢之人，所遗之憾，都是理应去面对的。该你碰见的人，你避无可避，该你历经的难，你逃无可逃。旅程一程，人各有其宿命，过往皆为前因，当下皆为后果，当下的所有便是最恰当的安排。
19,QingGan,ID_19_Number_26,人不可能每一步都尽善尽美，不用频频回望，也不要指责曾经的自己。要始终坚信，所行之路，所遇之人，所留之遗憾，皆是必然要历经的。该你邂逅的人，你无从躲避，该你承受的劫，你难以逃脱。路途一程，人各有其天命，过往皆为根源，当下皆为成果，当下的一切便是最为适宜的安排。
