Xiawei_ID,Name,Data
6,ID_6_Number_1,口吻：母亲，关键词:骄傲
6,ID_6_Number_2,口吻：母亲，关键词:失望
6,ID_6_Number_3,口吻：母亲，关键词:心疼
6,ID_6_Number_4,口吻：母亲，关键词:开心
6,ID_6_Number_5,口吻：母亲，关键词:担忧
6,ID_6_Number_6,口吻：母亲，关键词:害怕
6,ID_6_Number_7,口吻：母亲，关键词:难过
6,ID_6_Number_8,口吻：母亲，关键词:担心
6,ID_6_Number_9,口吻：母亲，关键词:焦虑
6,ID_6_Number_10,口吻：母亲，关键词:遗憾
6,ID_6_Number_11,口吻：母亲，关键词:疼爱
6,ID_6_Number_12,口吻：母亲，关键词:不满
6,ID_6_Number_13,口吻：母亲，关键词:期望
6,ID_6_Number_14,口吻：母亲，关键词:忧虑
6,ID_6_Number_15,口吻：母亲，关键词:生气
6,ID_6_Number_16,口吻：母亲，关键词:郁闷
6,ID_6_Number_17,口吻：母亲，关键词:急躁
6,ID_6_Number_18,口吻：母亲，关键词:焦急
6,ID_6_Number_19,口吻：母亲，关键词:怀疑
6,ID_6_Number_20,口吻：母亲，关键词:迷惑
6,ID_6_Number_21,口吻：母亲，关键词:慌张
6,ID_6_Number_22,口吻：母亲，关键词:混乱
6,ID_6_Number_23,口吻：母亲，关键词:迷茫
6,ID_6_Number_24,口吻：母亲，关键词:羞愧
6,ID_6_Number_25,口吻：母亲，关键词:内疚
6,ID_6_Number_26,口吻：母亲，关键词:警惕
6,ID_6_Number_27,口吻：母亲，关键词:惋惜
6,ID_6_Number_28,口吻：母亲，关键词:恍惚
6,ID_6_Number_29,口吻：母亲，关键词:疲惫
6,ID_6_Number_30,口吻：母亲，关键词:满足
6,ID_6_Number_31,口吻：母亲，关键词:畏惧
6,ID_6_Number_32,口吻：母亲，关键词:不悦
6,ID_6_Number_33,口吻：母亲，关键词:混乱
6,ID_6_Number_34,口吻：母亲，关键词:惊讶
6,ID_6_Number_35,口吻：母亲，关键词:真诚
6,ID_6_Number_36,口吻：母亲，关键词:严肃
6,ID_6_Number_37,口吻：母亲，关键词:憔悴
6,ID_6_Number_38,口吻：母亲，关键词:憧憬
6,ID_6_Number_39,口吻：爸爸，关键词:骄傲
6,ID_6_Number_40,口吻：爸爸，关键词:失望
6,ID_6_Number_41,口吻：爸爸，关键词:心疼
6,ID_6_Number_42,口吻：爸爸，关键词:开心
6,ID_6_Number_43,口吻：爸爸，关键词:担忧
6,ID_6_Number_44,口吻：爸爸，关键词:害怕
6,ID_6_Number_45,口吻：爸爸，关键词:难过
6,ID_6_Number_46,口吻：爸爸，关键词:担心
6,ID_6_Number_47,口吻：爸爸，关键词:焦虑
6,ID_6_Number_48,口吻：爸爸，关键词:遗憾
6,ID_6_Number_49,口吻：爸爸，关键词:疼爱
6,ID_6_Number_50,口吻：爸爸，关键词:不满
6,ID_6_Number_51,口吻：爸爸，关键词:期望
6,ID_6_Number_52,口吻：爸爸，关键词:忧虑
6,ID_6_Number_53,口吻：爸爸，关键词:生气
6,ID_6_Number_54,口吻：爸爸，关键词:郁闷
6,ID_6_Number_55,口吻：爸爸，关键词:急躁
6,ID_6_Number_56,口吻：爸爸，关键词:焦急
6,ID_6_Number_57,口吻：爸爸，关键词:怀疑
6,ID_6_Number_58,口吻：爸爸，关键词:迷惑
6,ID_6_Number_59,口吻：爸爸，关键词:慌张
6,ID_6_Number_60,口吻：爸爸，关键词:混乱
6,ID_6_Number_61,口吻：爸爸，关键词:迷茫
6,ID_6_Number_62,口吻：爸爸，关键词:羞愧
6,ID_6_Number_63,口吻：爸爸，关键词:内疚
6,ID_6_Number_64,口吻：爸爸，关键词:警惕
6,ID_6_Number_65,口吻：爸爸，关键词:惋惜
6,ID_6_Number_66,口吻：爸爸，关键词:恍惚
6,ID_6_Number_67,口吻：爸爸，关键词:疲惫
6,ID_6_Number_68,口吻：爸爸，关键词:满足
6,ID_6_Number_69,口吻：爸爸，关键词:畏惧
6,ID_6_Number_70,口吻：爸爸，关键词:不悦
6,ID_6_Number_71,口吻：爸爸，关键词:混乱
6,ID_6_Number_72,口吻：爸爸，关键词:惊讶
6,ID_6_Number_73,口吻：爸爸，关键词:真诚
6,ID_6_Number_74,口吻：爸爸，关键词:严肃
6,ID_6_Number_75,口吻：爸爸，关键词:憔悴
6,ID_6_Number_76,口吻：爸爸，关键词:憧憬
6,ID_6_Number_77,口吻：妈妈，关键词:骄傲
6,ID_6_Number_78,口吻：妈妈，关键词:失望
6,ID_6_Number_79,口吻：妈妈，关键词:心疼
6,ID_6_Number_80,口吻：妈妈，关键词:开心
6,ID_6_Number_81,口吻：妈妈，关键词:担忧
6,ID_6_Number_82,口吻：妈妈，关键词:害怕
6,ID_6_Number_83,口吻：妈妈，关键词:难过
6,ID_6_Number_84,口吻：妈妈，关键词:担心
6,ID_6_Number_85,口吻：妈妈，关键词:焦虑
6,ID_6_Number_86,口吻：妈妈，关键词:遗憾
6,ID_6_Number_87,口吻：妈妈，关键词:疼爱
6,ID_6_Number_88,口吻：妈妈，关键词:不满
6,ID_6_Number_89,口吻：妈妈，关键词:期望
6,ID_6_Number_90,口吻：妈妈，关键词:忧虑
6,ID_6_Number_91,口吻：妈妈，关键词:生气
6,ID_6_Number_92,口吻：妈妈，关键词:郁闷
6,ID_6_Number_93,口吻：妈妈，关键词:急躁
6,ID_6_Number_94,口吻：妈妈，关键词:焦急
6,ID_6_Number_95,口吻：妈妈，关键词:怀疑
6,ID_6_Number_96,口吻：妈妈，关键词:迷惑
6,ID_6_Number_97,口吻：妈妈，关键词:慌张
6,ID_6_Number_98,口吻：妈妈，关键词:混乱
6,ID_6_Number_99,口吻：妈妈，关键词:迷茫
6,ID_6_Number_100,口吻：妈妈，关键词:羞愧
6,ID_6_Number_101,口吻：妈妈，关键词:内疚
6,ID_6_Number_102,口吻：妈妈，关键词:警惕
6,ID_6_Number_103,口吻：妈妈，关键词:惋惜
6,ID_6_Number_104,口吻：妈妈，关键词:恍惚
