Xiawei_ID,Domain,Name,Data
22,QingGan,ID_22_Number_1,再相配的两个人，如果不去在意，渐渐就疏远了，再浓的情谊不去珍惜，渐渐就薄了，忽视久了成自然了，往后就真的再也不渴望了，起风时叶子都会落，何况人情呢
22,QingGan,ID_22_Number_2,再契合的两个人，如果不去关怀，慢慢就生分了，再厚的情感不去维护，慢慢就浅了，冷淡久了适应了，今后就真的再也不想要了，下雪天脚印都会消，何况人情呢
22,QingGan,ID_22_Number_3,再般配的两个人，如果不去体贴，逐步就疏离了，再浓的爱意不去关爱，逐步就散了，晾置久了麻木了，日后就真的再也不期盼了，雾起时视线都会迷，何况人心呢
22,QingGan,ID_22_Number_4,再恰当的两个人，如果不去挂心，渐渐就生疏了，再深的情意不去守护，渐渐就浅了，冷待久了适应了，以后就真的再也不渴求了，刮大风树叶都会飞，何况人心呢
22,QingGan,ID_22_Number_5,再适宜的两个人，如果不去关爱，慢慢就淡漠了，再浓的恋情不去保养，慢慢就薄了，疏离久了成常态了，往后就真的再也不期望了，起风天沙砾都会扬，何况人心呢
22,QingGan,ID_22_Number_6,再契合的两个人，如果不去关怀，渐渐就生疏了，再厚的情感不去照料，渐渐就浅了，冷淡久了习以为常了，以后就真的再也不想要了，阴天时鸟儿都会躲，何况人心呢
22,QingGan,ID_22_Number_7,再相配的两个人，如果不去在意，逐步就生分了，再深的情谊不去维护，逐步就淡了，漠视久了成自然了，往后就真的再也不稀罕了，起雾时道路都会迷，何况人心呢
22,QingGan,ID_22_Number_8,再合适的两个人，如果不去惦念，渐渐就疏远了，再浓的情意不去珍惜，渐渐就薄了，疏离久了适应了，以后就真的再也不依赖了，黑夜里灯光都会暗，何况人心呢
22,QingGan,ID_22_Number_9,再契合的两个人，如果不去关怀，慢慢就疏离了，再深的情感不去维护，慢慢就浅了，冷淡久了习以为常了，以后就真的再也不渴望了，雪天时脚印都会消，何况人心呢
22,QingGan,ID_22_Number_10,再般配的两个人，如果不去体贴，逐步就生分了，再厚的情谊不去关爱，逐步就薄了，漠视久了成定式了，今后就真的再也不奢求了，起风天云朵都会散，何况人心呢
22,QingGan,ID_22_Number_11,再恰当的两个人，如果不去挂心，渐渐就疏远了，再浓的情意不去守护，渐渐就浅了，晾置久了适应了，以后就真的再也不依赖了，黄昏时余晖都会逝，何况人心呢
