Xiawei_ID,Name,Data
3,ID_3_Number_1,额外信息：抠指甲
3,ID_3_Number_2,额外信息：说脏话
3,ID_3_Number_3,额外信息：乱丢垃圾
3,ID_3_Number_4,额外信息：不洗袜子
3,ID_3_Number_5,额外信息：不刷牙
3,ID_3_Number_6,额外信息：玩手机过久
3,ID_3_Number_7,额外信息：不收拾玩具
3,ID_3_Number_8,额外信息：吃零食不洗手
3,ID_3_Number_9,额外信息：偷吃零食
3,ID_3_Number_10,额外信息：不穿外套
3,ID_3_Number_11,额外信息：不打理头发
3,ID_3_Number_12,额外信息：不做作业
3,ID_3_Number_13,额外信息：不听父母话
3,ID_3_Number_14,额外信息：随意咬指甲
3,ID_3_Number_15,额外信息：不洗手
3,ID_3_Number_16,额外信息：边看电视边吃饭
3,ID_3_Number_17,额外信息：不关灯
3,ID_3_Number_18,额外信息：不做家务
3,ID_3_Number_19,额外信息：不按时上床睡觉
3,ID_3_Number_20,额外信息：不换内衣
3,ID_3_Number_21,额外信息：吃饭时玩手机
3,ID_3_Number_22,额外信息：在课堂上讲话
3,ID_3_Number_23,额外信息：不喜欢运动
3,ID_3_Number_24,额外信息：随意涂鸦
3,ID_3_Number_25,额外信息：不遵守排队
3,ID_3_Number_26,额外信息：不愿意尝试新食物
3,ID_3_Number_27,额外信息：不主动问好
3,ID_3_Number_28,额外信息：不爱学习
3,ID_3_Number_29,额外信息：不注意说话的语气
3,ID_3_Number_30,额外信息：分享玩具时不友好
3,ID_3_Number_31,额外信息：不注意环境卫生
3,ID_3_Number_32,额外信息：不愿意道歉
3,ID_3_Number_33,额外信息：常常拖延
3,ID_3_Number_34,额外信息：不认真听课
3,ID_3_Number_35,额外信息：吃东西不注意
3,ID_3_Number_36,额外信息：不按时完成作业
3,ID_3_Number_37,额外信息：对他人不够友善
3,ID_3_Number_38,额外信息：在不适合的场合大声讲话
3,ID_3_Number_39,额外信息：不主动帮助父母
3,ID_3_Number_40,额外信息：不重视作息时间
3,ID_3_Number_41,额外信息：不注意衣物搭配
3,ID_3_Number_42,额外信息：对家庭活动漠不关心
3,ID_3_Number_43,额外信息：随意翻找别人的东西
3,ID_3_Number_44,额外信息：对饮食健康缺乏关注
3,ID_3_Number_45,额外信息：不愿意道歉
3,ID_3_Number_46,额外信息：不认真参加课堂讨论
3,ID_3_Number_47,额外信息：对知识缺乏兴趣
3,ID_3_Number_48,额外信息：不主动与人交流
3,ID_3_Number_49,额外信息：不及时完成任务
3,ID_3_Number_50,额外信息：对他人的成就表现冷漠
3,ID_3_Number_51,额外信息：不愿意尝试新游戏
3,ID_3_Number_52,额外信息：对学习环境不重视
3,ID_3_Number_53,额外信息：不遵守家庭规则
3,ID_3_Number_54,额外信息：对学习资源缺乏珍惜
3,ID_3_Number_55,额外信息：不重视自我形象
3,ID_3_Number_56,额外信息：对父母的时间安排不重视
3,ID_3_Number_57,额外信息：对家长的期望不屑一顾
3,ID_3_Number_58,额外信息：不愿意认真听取反馈
3,ID_3_Number_59,额外信息：对社交礼仪缺乏理解
3,ID_3_Number_60,额外信息：不愿意承担责任
3,ID_3_Number_61,额外信息：对学习缺乏主动性
3,ID_3_Number_62,额外信息：对他人的意见不尊重
3,ID_3_Number_63,额外信息：不重视个人发展
3,ID_3_Number_64,额外信息：大声喧哗
3,ID_3_Number_65,额外信息：不愿意参与志愿活动
3,ID_3_Number_66,额外信息：对未来缺乏规划
3,ID_3_Number_67,额外信息：不愿意参与家庭讨论
3,ID_3_Number_68,额外信息：对新知识缺乏兴趣
3,ID_3_Number_69,额外信息：不尊重他人的感受
3,ID_3_Number_70,额外信息：不愿意尝试新技能
3,ID_3_Number_71,额外信息：缺乏对知识的热爱
3,ID_3_Number_72,额外信息：不愿意帮助同学
3,ID_3_Number_73,额外信息：对学习材料不重视
3,ID_3_Number_74,额外信息：不愿意面对困难
3,ID_3_Number_75,额外信息：不尊重他人的意见
3,ID_3_Number_76,额外信息：不重视个人发展
3,ID_3_Number_77,额外信息：不愿意参与志愿活动
3,ID_3_Number_78,额外信息：对未来缺乏规划
3,ID_3_Number_79,额外信息：不愿意参与家庭讨论
3,ID_3_Number_80,额外信息：对新知识缺乏兴趣
3,ID_3_Number_81,额外信息：不尊重他人的感受
3,ID_3_Number_82,额外信息：不愿意尝试新技能
3,ID_3_Number_83,额外信息：缺乏对知识的热爱
3,ID_3_Number_84,额外信息：不愿意帮助同学
3,ID_3_Number_85,额外信息：对学习材料不重视
3,ID_3_Number_86,额外信息：不愿意面对困难
3,ID_3_Number_87,额外信息：不珍惜朋友的感情
3,ID_3_Number_88,额外信息：对家庭事务漠不关心
3,ID_3_Number_89,额外信息：对社交礼仪缺乏理解
3,ID_3_Number_90,额外信息：不愿意承担责任
3,ID_3_Number_91,额外信息：不重视个人形象
3,ID_3_Number_92,额外信息：对父母的期望不屑一顾
3,ID_3_Number_93,额外信息：不愿意接受别人的帮助
3,ID_3_Number_94,额外信息：不认真听取反馈
3,ID_3_Number_95,额外信息：不主动参与课外活动
3,ID_3_Number_96,额外信息：不重视学习成果
3,ID_3_Number_97,额外信息：对社交礼仪缺乏理解
3,ID_3_Number_98,额外信息：不愿意尝试新食物
3,ID_3_Number_99,额外信息：对他人的情绪缺乏理解
3,ID_3_Number_100,额外信息：不珍惜学习机会
