Xiawei_ID,Name,Data
17,ID_17_Number_1,痛点主题：和孩子沟通
17,ID_17_Number_2,痛点主题：打破和孩子之间的沟通壁垒
17,ID_17_Number_3,痛点主题：消除和孩子之间的对话隔阂
17,ID_17_Number_4,痛点主题：解决孩子的沟通难题
17,ID_17_Number_5,痛点主题：消除亲子间沟通障碍
17,ID_17_Number_6,痛点主题：解决孩子沟通技巧的缺失
17,ID_17_Number_7,痛点主题：纠正亲子间沟通方式
17,ID_17_Number_8,痛点主题：解决孩子的沟通困难
17,ID_17_Number_9,痛点主题：解决亲子间对话不顺
17,ID_17_Number_10,痛点主题：减少亲子间沟通误解
17,ID_17_Number_11,痛点主题：提高亲子沟通技巧
17,ID_17_Number_12,痛点主题：打破和孩子的沟通瓶颈
17,ID_17_Number_13,痛点主题：过度依赖
17,ID_17_Number_14,痛点主题：容易分心
17,ID_17_Number_15,痛点主题：避免孩子说谎
17,ID_17_Number_16,痛点主题：增强孩子自我控制
17,ID_17_Number_17,痛点主题：降低孩子情绪波动大
17,ID_17_Number_18,痛点主题：提升孩子社交技能
17,ID_17_Number_19,痛点主题：解决孩子学习困难
17,ID_17_Number_20,痛点主题：解决孩子缺乏动力
17,ID_17_Number_21,痛点主题：解决孩子睡眠问题
17,ID_17_Number_22,痛点主题：解决孩子不健康饮食
17,ID_17_Number_23,痛点主题：解决孩子过度害羞
17,ID_17_Number_24,痛点主题：解决孩子缺乏自信
17,ID_17_Number_25,痛点主题：解决孩子焦虑
17,ID_17_Number_26,痛点主题：解决孩子抑郁
17,ID_17_Number_27,痛点主题：解决孩子依赖电子设备
17,ID_17_Number_28,痛点主题：解决孩子网络成瘾
17,ID_17_Number_29,痛点主题：解决孩子过度敏感
17,ID_17_Number_30,痛点主题：解决孩子拖延行为
17,ID_17_Number_31,痛点主题：解决孩子缺乏时间管理能力
17,ID_17_Number_32,痛点主题：解决孩子过度依赖父母
17,ID_17_Number_33,痛点主题：解决孩子缺乏应对批评的能力
17,ID_17_Number_34,痛点主题：提高孩子学习动力
17,ID_17_Number_35,痛点主题：激发孩子学习兴趣
17,ID_17_Number_36,痛点主题：改善孩子学习态度
17,ID_17_Number_37,痛点主题：教会孩子学习方法
17,ID_17_Number_38,痛点主题：培养孩子学习习惯
17,ID_17_Number_39,痛点主题：解决孩子学习焦虑
17,ID_17_Number_40,痛点主题：教会孩子适应能力
17,ID_17_Number_41,痛点主题：处理孩子情绪波动
17,ID_17_Number_42,痛点主题：解决孩子易怒问题
17,ID_17_Number_43,痛点主题：解决孩子社交退缩
17,ID_17_Number_44,痛点主题：解决孩子情绪低落
17,ID_17_Number_45,痛点主题：解决孩子缺乏自信
17,ID_17_Number_46,痛点主题：解决孩子注意力不集中
17,ID_17_Number_47,痛点主题：解决孩子情绪不稳定
17,ID_17_Number_48,痛点主题：让孩子学会交朋友
17,ID_17_Number_49,痛点主题：教孩子掌握说话技巧
17,ID_17_Number_50,痛点主题：让孩子懂得礼貌待人
17,ID_17_Number_51,痛点主题：教孩子解决冲突
17,ID_17_Number_52,痛点主题：教孩子学会倾听
17,ID_17_Number_53,痛点主题：教孩子与人相处
17,ID_17_Number_54,痛点主题：教孩子克服社交恐惧
17,ID_17_Number_55,痛点主题：教孩子学会自我表达
17,ID_17_Number_56,痛点主题：教孩子合理安排上网时间
17,ID_17_Number_57,痛点主题：教孩子健康上网
17,ID_17_Number_58,痛点主题：教孩子控制电子设备使用
17,ID_17_Number_59,痛点主题：教孩子学会线上线下平衡
17,ID_17_Number_60,痛点主题：防止孩子沉迷网络
17,ID_17_Number_61,痛点主题：教孩子学会放松
17,ID_17_Number_62,痛点主题：教孩子勇于面对困难
17,ID_17_Number_63,痛点主题：教孩子学会自己心情调节
17,ID_17_Number_64,痛点主题：教孩子遇事不紧张
17,ID_17_Number_65,痛点主题：教孩子学会释放压力
17,ID_17_Number_66,痛点主题：教孩子学会压力应对技巧
17,ID_17_Number_67,痛点主题：增强孩子的情绪调节能力
17,ID_17_Number_68,痛点主题：培养孩子好习惯
17,ID_17_Number_69,痛点主题：教孩子为人处事
17,ID_17_Number_70,痛点主题：教孩子诚实守信
17,ID_17_Number_71,痛点主题：教孩子勇于责任
17,ID_17_Number_72,痛点主题：教孩子玩得开心
17,ID_17_Number_73,痛点主题：教孩子养成好习惯
17,ID_17_Number_74,痛点主题：教孩子尊重他人
17,ID_17_Number_75,痛点主题：教孩子不撒谎
17,ID_17_Number_76,痛点主题：教孩子守规矩
